current_tariff,arpu_segment,target_tariff,history_n,lift_median,lift_mean_clipped,lift_std,audience_n,audience_arpu_sum,history_share,lift_se,reliable
tariff_2,MID,tariff_21,3,-0.506846,-0.522079,0.470489,20,92193.042153,0.010033,0.271637,False
tariff_2,MID,tariff_4,23,0.438412,0.466148,0.918962,20,92193.042153,0.076923,0.191617,False
tariff_2,MID,tariff_8,114,0.304106,0.362375,0.900505,20,92193.042153,0.381271,0.08434,True
tariff_2,MID,tariff_9,42,0.220345,0.17002,0.678921,20,92193.042153,0.140468,0.10476,True
tariff_20,HIGH,tariff_1,11,-0.842627,-0.74591,0.340384,38,287290.722915,0.065089,0.10263,False
tariff_20,HIGH,tariff_10,17,0.1256,0.088179,0.401518,38,287290.722915,0.100592,0.097382,False
tariff_20,HIGH,tariff_11,8,0.198845,0.047211,0.514523,38,287290.722915,0.047337,0.181911,False
tariff_20,HIGH,tariff_12,9,0.021646,-0.080938,0.61055,38,287290.722915,0.053254,0.203517,False
tariff_20,HIGH,tariff_13,17,-0.406694,-0.27509,0.362973,38,287290.722915,0.100592,0.088034,False
tariff_20,HIGH,tariff_4,29,-0.246833,-0.220553,0.319378,38,287290.722915,0.171598,0.059307,False
tariff_20,HIGH,tariff_8,78,-0.085709,-0.054193,0.231666,38,287290.722915,0.461538,0.026231,True
tariff_20,LOW,tariff_1,4,0.299521,0.518067,1.382742,5,18274.493796,0.190476,0.691371,False
tariff_20,LOW,tariff_10,2,4.117565,1.893694,1.564553,5,18274.493796,0.095238,1.106306,False
tariff_20,LOW,tariff_11,1,-1.0,-1.0,,5,18274.493796,0.047619,,False
tariff_20,LOW,tariff_12,1,-0.810702,-0.810702,,5,18274.493796,0.047619,,False
tariff_20,LOW,tariff_13,5,2.583456,2.151284,0.986942,5,18274.493796,0.238095,0.441374,False
tariff_20,LOW,tariff_4,2,-0.985205,-0.985205,0.020924,5,18274.493796,0.095238,0.014795,False
tariff_20,LOW,tariff_8,4,3.884441,1.725859,1.729397,5,18274.493796,0.190476,0.864698,False
tariff_20,LOW,tariff_9,2,2.745465,1.018336,2.802496,5,18274.493796,0.095238,1.981664,False
tariff_20,MID,tariff_1,9,-0.707493,-0.14739,1.130954,7,40256.809538,0.134328,0.376985,False
tariff_20,MID,tariff_10,5,0.532502,0.166362,1.101537,7,40256.809538,0.074627,0.492622,False
tariff_20,MID,tariff_11,2,0.432335,0.432335,0.001105,7,40256.809538,0.029851,0.000781,False
tariff_20,MID,tariff_12,3,0.286915,0.359342,1.396965,7,40256.809538,0.044776,0.806538,False
tariff_20,MID,tariff_13,8,-0.076745,-0.148439,0.237077,7,40256.809538,0.119403,0.083819,False
tariff_20,MID,tariff_4,8,-0.05152,-0.315931,0.524539,7,40256.809538,0.119403,0.185453,False
tariff_20,MID,tariff_8,31,0.137143,0.408507,0.845782,7,40256.809538,0.462687,0.151907,True
tariff_20,MID,tariff_9,1,1.955706,1.955706,,7,40256.809538,0.014925,,False
tariff_3,HIGH,tariff_1,3,-0.865104,-0.661396,0.474475,27,180049.659293,0.021898,0.273938,False
tariff_3,HIGH,tariff_10,19,-0.199042,-0.219705,0.547236,27,180049.659293,0.138686,0.125545,False
tariff_3,HIGH,tariff_11,11,-0.280902,-0.139827,0.4984,27,180049.659293,0.080292,0.150273,False
tariff_3,HIGH,tariff_12,10,0.125508,0.150343,0.587222,27,180049.659293,0.072993,0.185696,False
tariff_3,HIGH,tariff_13,5,-0.268966,-0.320095,0.147751,27,180049.659293,0.036496,0.066076,False
tariff_3,HIGH,tariff_4,6,-0.306721,-0.416892,0.340235,27,180049.659293,0.043796,0.1389,False
tariff_3,HIGH,tariff_8,83,-0.013368,-0.079513,0.5487,27,180049.659293,0.605839,0.060228,True
tariff_3,LOW,tariff_1,8,-0.977302,-0.215648,1.494796,56,160544.447236,0.079208,0.52849,False
tariff_3,LOW,tariff_10,5,6.670313,2.161064,1.769098,56,160544.447236,0.049505,0.791165,False
tariff_3,LOW,tariff_11,2,4.437016,3.0,0.0,56,160544.447236,0.019802,0.0,False
tariff_3,LOW,tariff_12,5,-1.0,-0.094137,1.744795,56,160544.447236,0.049505,0.780296,False
tariff_3,LOW,tariff_13,6,1.128118,0.990169,1.719913,56,160544.447236,0.059406,0.702152,False
tariff_3,LOW,tariff_21,2,-1.0,-1.0,0.0,56,160544.447236,0.019802,0.0,False
tariff_3,LOW,tariff_4,15,-0.741523,-0.077701,1.389066,56,160544.447236,0.148515,0.358655,False
tariff_3,LOW,tariff_8,27,-0.519037,0.595691,1.826843,56,160544.447236,0.267327,0.351576,False
tariff_3,LOW,tariff_9,31,1.033678,1.087498,1.858302,56,160544.447236,0.306931,0.333761,True
tariff_3,MID,tariff_1,21,-0.851837,-0.510354,0.894528,87,353907.756155,0.04698,0.195202,False
tariff_3,MID,tariff_10,31,0.434481,0.586701,1.470785,87,353907.756155,0.069351,0.264161,True
tariff_3,MID,tariff_11,29,0.59575,0.572673,1.287628,87,353907.756155,0.064877,0.239107,False
tariff_3,MID,tariff_12,8,0.254232,0.443003,1.423964,87,353907.756155,0.017897,0.503447,False
tariff_3,MID,tariff_13,32,0.119966,0.187877,0.827168,87,353907.756155,0.071588,0.146224,True
tariff_3,MID,tariff_21,8,-0.145161,-0.009624,0.997847,87,353907.756155,0.017897,0.352792,False
tariff_3,MID,tariff_4,47,-0.175001,0.138327,1.120591,87,353907.756155,0.105145,0.163455,True
tariff_3,MID,tariff_8,241,0.452668,0.58359,1.337299,87,353907.756155,0.53915,0.086143,True
tariff_3,MID,tariff_9,30,0.267891,0.16848,0.809724,87,353907.756155,0.067114,0.147835,True
tariff_4,HIGH,tariff_1,21,-0.639614,-0.561837,0.334718,2108,15794121.771708,0.043033,0.073041,False
tariff_4,HIGH,tariff_10,45,-0.144821,-0.132024,0.421849,2108,15794121.771708,0.092213,0.062885,True
tariff_4,HIGH,tariff_11,32,-0.207928,-0.156176,0.617925,2108,15794121.771708,0.065574,0.109235,True
tariff_4,HIGH,tariff_12,19,0.056721,0.006275,0.553902,2108,15794121.771708,0.038934,0.127074,False
tariff_4,HIGH,tariff_13,31,-0.455178,-0.468197,0.325232,2108,15794121.771708,0.063525,0.058413,True
tariff_4,HIGH,tariff_8,340,-0.082544,-0.136888,0.375976,2108,15794121.771708,0.696721,0.02039,True
tariff_4,LOW,tariff_1,3,1.023757,0.849232,1.176274,299,857563.179027,0.032609,0.679122,False
tariff_4,LOW,tariff_10,17,0.62768,1.001904,1.891195,299,857563.179027,0.184783,0.458682,False
tariff_4,LOW,tariff_11,13,-0.970666,-0.727848,0.565475,299,857563.179027,0.141304,0.156834,False
tariff_4,LOW,tariff_12,9,-0.289836,0.197847,1.36292,299,857563.179027,0.097826,0.454307,False
tariff_4,LOW,tariff_13,8,1.483907,1.41883,1.494339,299,857563.179027,0.086957,0.528329,False
tariff_4,LOW,tariff_21,3,-0.385904,0.742513,1.955041,299,857563.179027,0.032609,1.128744,False
tariff_4,LOW,tariff_8,22,-0.598069,0.216993,1.558537,299,857563.179027,0.23913,0.332281,False
tariff_4,LOW,tariff_9,17,8.570984,2.263562,1.37993,299,857563.179027,0.184783,0.334682,False
tariff_4,MID,tariff_1,37,-0.77679,-0.478651,0.619664,1227,5840537.244104,0.055224,0.101872,True
tariff_4,MID,tariff_10,58,0.186346,0.109214,0.951647,1227,5840537.244104,0.086567,0.124957,True
tariff_4,MID,tariff_11,41,0.216182,0.334291,1.185956,1227,5840537.244104,0.061194,0.185215,True
tariff_4,MID,tariff_12,13,-0.561877,-0.377944,0.839257,1227,5840537.244104,0.019403,0.232768,False
tariff_4,MID,tariff_13,100,-0.183099,-0.048774,0.688191,1227,5840537.244104,0.149254,0.068819,True
tariff_4,MID,tariff_21,2,0.644544,0.644544,0.445514,1227,5840537.244104,0.002985,0.315026,False
tariff_4,MID,tariff_8,408,0.292108,0.394505,0.927601,1227,5840537.244104,0.608955,0.045923,True
tariff_4,MID,tariff_9,11,1.15887,0.990519,1.219617,1227,5840537.244104,0.016418,0.367728,False
tariff_5,HIGH,tariff_1,9,-0.827695,-0.740941,0.322798,109,740120.061614,0.089109,0.107599,False
tariff_5,HIGH,tariff_10,32,0.019399,0.024372,0.668396,109,740120.061614,0.316832,0.118157,True
tariff_5,HIGH,tariff_11,18,-0.002183,0.04913,0.901231,109,740120.061614,0.178218,0.212422,False
tariff_5,HIGH,tariff_12,10,-0.996771,-0.743657,0.356796,109,740120.061614,0.09901,0.112829,False
tariff_5,HIGH,tariff_13,6,-0.484336,-0.46876,0.336738,109,740120.061614,0.059406,0.137473,False
tariff_5,HIGH,tariff_4,13,-0.591322,-0.602817,0.405165,109,740120.061614,0.128713,0.112372,False
tariff_5,HIGH,tariff_8,13,-0.099337,-0.030165,0.961933,109,740120.061614,0.128713,0.266792,False
tariff_5,LOW,tariff_1,10,-0.790544,-0.384474,1.218134,44,132153.683917,0.075188,0.385208,False
tariff_5,LOW,tariff_10,32,-0.952237,0.172583,1.629327,44,132153.683917,0.240602,0.288027,True
tariff_5,LOW,tariff_11,9,-1.0,-0.547433,1.330506,44,132153.683917,0.067669,0.443502,False
tariff_5,LOW,tariff_12,8,-1.0,-0.847078,0.279305,44,132153.683917,0.06015,0.098749,False
tariff_5,LOW,tariff_13,36,1.465437,1.228744,1.6528,44,132153.683917,0.270677,0.275467,True
tariff_5,LOW,tariff_21,1,-1.0,-1.0,,44,132153.683917,0.007519,,False
tariff_5,LOW,tariff_4,20,0.44425,0.877616,1.721225,44,132153.683917,0.150376,0.384878,False
tariff_5,LOW,tariff_8,6,4.402181,1.693571,1.944826,44,132153.683917,0.045113,0.793972,False
tariff_5,LOW,tariff_9,11,-0.953235,0.638049,1.904555,44,132153.683917,0.082707,0.574245,False
tariff_5,MID,tariff_1,18,-0.86958,-0.28837,1.266441,91,367820.610111,0.095745,0.298503,False
tariff_5,MID,tariff_10,36,-0.582854,-0.216726,1.034423,91,367820.610111,0.191489,0.172404,True
tariff_5,MID,tariff_11,15,-0.86557,-0.082214,1.237732,91,367820.610111,0.079787,0.319581,False
tariff_5,MID,tariff_12,17,-0.68326,-0.202254,1.14885,91,367820.610111,0.090426,0.278637,False
tariff_5,MID,tariff_13,43,-0.204309,-0.043928,0.747991,91,367820.610111,0.228723,0.114068,True
tariff_5,MID,tariff_21,4,-1.0,-0.379894,1.240212,91,367820.610111,0.021277,0.620106,False
tariff_5,MID,tariff_4,32,0.021205,0.399654,1.24097,91,367820.610111,0.170213,0.219375,True
tariff_5,MID,tariff_8,21,-0.215156,-0.058813,1.064089,91,367820.610111,0.111702,0.232203,False
tariff_5,MID,tariff_9,2,-0.40089,-0.40089,0.504883,91,367820.610111,0.010638,0.357006,False
tariff_6,HIGH,tariff_1,4,-0.983951,-0.676448,0.62583,53,341665.538097,0.076923,0.312915,False
tariff_6,HIGH,tariff_10,9,-0.568754,-0.481166,0.482445,53,341665.538097,0.173077,0.160815,False
tariff_6,HIGH,tariff_11,11,0.228539,0.083342,0.518301,53,341665.538097,0.211538,0.156274,False
tariff_6,HIGH,tariff_12,8,-1.0,-0.259358,1.242147,53,341665.538097,0.153846,0.439165,False
tariff_6,HIGH,tariff_13,6,-0.572002,-0.480464,0.585932,53,341665.538097,0.115385,0.239206,False
tariff_6,HIGH,tariff_4,10,-0.567919,-0.479577,0.516822,53,341665.538097,0.192308,0.163433,False
tariff_6,HIGH,tariff_8,3,-0.739723,-0.598568,0.370224,53,341665.538097,0.057692,0.213749,False
tariff_6,HIGH,tariff_9,1,-0.155188,-0.155188,,53,341665.538097,0.019231,,False
tariff_6,LOW,tariff_1,13,0.637856,0.892529,1.441614,30,97039.609156,0.098485,0.399832,False
tariff_6,LOW,tariff_10,21,-1.0,-0.086381,1.459148,30,97039.609156,0.159091,0.318412,False
tariff_6,LOW,tariff_11,7,-0.599053,0.067856,1.415709,30,97039.609156,0.05303,0.535088,False
tariff_6,LOW,tariff_12,3,8.266587,1.666667,2.309401,30,97039.609156,0.022727,1.333333,False
tariff_6,LOW,tariff_13,37,2.317936,1.456162,1.745567,30,97039.609156,0.280303,0.286969,True
tariff_6,LOW,tariff_4,23,2.499054,1.566186,1.673751,30,97039.609156,0.174242,0.349001,False
tariff_6,LOW,tariff_8,10,0.571827,1.034426,1.786534,30,97039.609156,0.075758,0.564952,False
tariff_6,LOW,tariff_9,18,-0.290679,0.488766,1.645281,30,97039.609156,0.136364,0.387797,False
tariff_6,MID,tariff_1,10,-0.891442,-0.594149,0.494654,34,135351.600838,0.09901,0.156423,False
tariff_6,MID,tariff_10,25,-0.648046,0.110667,1.400096,34,135351.600838,0.247525,0.280019,False
tariff_6,MID,tariff_11,10,0.612781,0.835686,1.450413,34,135351.600838,0.09901,0.458661,False
tariff_6,MID,tariff_12,2,-0.198407,-0.198407,1.133623,34,135351.600838,0.019802,0.801593,False
tariff_6,MID,tariff_13,28,-0.475749,-0.341206,0.61846,34,135351.600838,0.277228,0.116878,False
tariff_6,MID,tariff_21,1,-0.799999,-0.799999,,34,135351.600838,0.009901,,False
tariff_6,MID,tariff_4,13,-0.148197,0.063771,0.939973,34,135351.600838,0.128713,0.260702,False
tariff_6,MID,tariff_8,9,0.45348,0.303587,1.274505,34,135351.600838,0.089109,0.424835,False
tariff_6,MID,tariff_9,3,-0.985507,-0.128724,1.49656,34,135351.600838,0.029703,0.864039,False
tariff_7,HIGH,tariff_1,6,-0.989811,-0.771568,0.361205,72,519437.624644,0.069767,0.147461,False
tariff_7,HIGH,tariff_10,26,-0.046373,-0.111505,0.632423,72,519437.624644,0.302326,0.124028,False
tariff_7,HIGH,tariff_11,8,-0.121799,-0.022817,0.734664,72,519437.624644,0.093023,0.259743,False
tariff_7,HIGH,tariff_12,6,0.09078,0.340813,1.459561,72,519437.624644,0.069767,0.595863,False
tariff_7,HIGH,tariff_13,5,-0.567306,-0.635701,0.363965,72,519437.624644,0.05814,0.16277,False
tariff_7,HIGH,tariff_4,15,-0.551951,-0.349859,0.797427,72,519437.624644,0.174419,0.205895,False
tariff_7,HIGH,tariff_8,20,-0.465257,-0.374821,0.594014,72,519437.624644,0.232558,0.132826,False
tariff_7,LOW,tariff_1,4,-0.232907,0.386228,1.860272,29,93486.112547,0.057143,0.930136,False
tariff_7,LOW,tariff_10,16,-0.621469,0.156237,1.525371,29,93486.112547,0.228571,0.381343,False
tariff_7,LOW,tariff_11,3,-0.994615,-0.881127,0.201248,29,93486.112547,0.042857,0.116191,False
tariff_7,LOW,tariff_12,4,8.288069,2.166421,1.667158,29,93486.112547,0.057143,0.833579,False
tariff_7,LOW,tariff_13,9,0.220846,1.005145,1.838955,29,93486.112547,0.128571,0.612985,False
tariff_7,LOW,tariff_21,1,-1.0,-1.0,,29,93486.112547,0.014286,,False
tariff_7,LOW,tariff_4,10,-0.703214,0.612082,1.947698,29,93486.112547,0.142857,0.615916,False
tariff_7,LOW,tariff_8,3,-1.0,0.333333,2.309401,29,93486.112547,0.042857,1.333333,False
tariff_7,LOW,tariff_9,20,3.151768,1.636744,1.701458,29,93486.112547,0.285714,0.380457,False
tariff_7,MID,tariff_1,14,-0.691962,-0.41423,0.683937,52,267570.677983,0.134615,0.18279,False
tariff_7,MID,tariff_10,31,-0.519562,-0.078433,1.266125,52,267570.677983,0.298077,0.227403,True
tariff_7,MID,tariff_11,6,-0.332213,0.115271,1.212656,52,267570.677983,0.057692,0.495065,False
tariff_7,MID,tariff_12,2,0.68386,0.68386,0.120698,52,267570.677983,0.019231,0.085346,False
tariff_7,MID,tariff_13,18,-0.39041,-0.267344,0.666684,52,267570.677983,0.173077,0.157139,False
tariff_7,MID,tariff_21,2,-0.905699,-0.905699,0.133352,52,267570.677983,0.019231,0.094294,False
tariff_7,MID,tariff_4,15,0.297026,0.58578,1.341118,52,267570.677983,0.144231,0.346275,False
tariff_7,MID,tariff_8,13,-0.47442,-0.094624,1.110351,52,267570.677983,0.125,0.307956,False
tariff_7,MID,tariff_9,3,-0.781372,-0.443625,0.642998,52,267570.677983,0.028846,0.371235,False
tariff_8,HIGH,tariff_1,49,-0.749219,-0.615705,0.441426,4726,36988107.972429,0.054688,0.063061,True
tariff_8,HIGH,tariff_10,283,0.00138,0.020361,0.490903,4726,36988107.972429,0.315848,0.029181,True
tariff_8,HIGH,tariff_11,133,-0.047085,0.026516,0.565426,4726,36988107.972429,0.148438,0.049029,True
tariff_8,HIGH,tariff_12,113,-0.065655,0.028348,0.621598,4726,36988107.972429,0.126116,0.058475,True
tariff_8,HIGH,tariff_13,113,-0.495806,-0.456197,0.264693,4726,36988107.972429,0.126116,0.0249,True
tariff_8,HIGH,tariff_21,1,-0.209547,-0.209547,,4726,36988107.972429,0.001116,,False
tariff_8,HIGH,tariff_4,204,-0.168151,-0.181486,0.409362,4726,36988107.972429,0.227679,0.028661,True
tariff_8,LOW,tariff_1,7,-0.085586,0.142776,1.084404,457,1312258.164756,0.053846,0.409866,False
tariff_8,LOW,tariff_10,30,-0.608907,0.442774,1.743583,457,1312258.164756,0.230769,0.318333,True
tariff_8,LOW,tariff_11,16,0.273536,0.671866,1.784326,457,1312258.164756,0.123077,0.446082,False
tariff_8,LOW,tariff_12,10,-0.999961,-0.234054,1.327359,457,1312258.164756,0.076923,0.419748,False
tariff_8,LOW,tariff_13,15,2.064837,1.279324,1.619463,457,1312258.164756,0.115385,0.418144,False
tariff_8,LOW,tariff_21,6,2.780624,1.178386,2.007334,457,1312258.164756,0.046154,0.819491,False
tariff_8,LOW,tariff_4,20,-0.564198,0.783278,1.92312,457,1312258.164756,0.153846,0.430023,False
tariff_8,LOW,tariff_9,26,5.614157,2.415155,1.388047,457,1312258.164756,0.2,0.272218,False
tariff_8,MID,tariff_1,63,-0.747815,-0.495759,0.650455,1720,8024489.894818,0.081818,0.08195,True
tariff_8,MID,tariff_10,182,0.317648,0.409233,1.171391,1720,8024489.894818,0.236364,0.086829,True
tariff_8,MID,tariff_11,99,0.032154,0.24336,1.198036,1720,8024489.894818,0.128571,0.120407,True
tariff_8,MID,tariff_12,55,-0.415206,0.088395,1.237178,1720,8024489.894818,0.071429,0.166821,True
tariff_8,MID,tariff_13,164,-0.1927,-0.118777,0.523034,1720,8024489.894818,0.212987,0.040842,True
tariff_8,MID,tariff_21,10,-0.948602,-0.331992,1.024635,1720,8024489.894818,0.012987,0.324018,False
tariff_8,MID,tariff_4,178,-0.139217,-0.105885,0.788458,1720,8024489.894818,0.231169,0.059097,True
tariff_8,MID,tariff_9,19,0.194787,0.27132,1.257802,1720,8024489.894818,0.024675,0.28856,False
tariff_9,HIGH,tariff_1,4,-0.764082,-0.753666,0.253427,9,52537.212756,0.129032,0.126714,False
tariff_9,HIGH,tariff_10,4,-0.761321,-0.62118,0.362997,9,52537.212756,0.129032,0.181498,False
tariff_9,HIGH,tariff_11,7,0.009994,0.272054,0.8918,9,52537.212756,0.225806,0.337069,False
tariff_9,HIGH,tariff_13,2,-0.691295,-0.691295,0.283671,9,52537.212756,0.064516,0.200586,False
tariff_9,HIGH,tariff_4,2,-0.128529,-0.128529,0.046419,9,52537.212756,0.064516,0.032823,False
tariff_9,HIGH,tariff_8,12,-0.110347,-0.111148,0.470501,9,52537.212756,0.387097,0.135822,False
tariff_9,LOW,tariff_1,44,-0.286956,0.04132,1.089158,51,157453.035089,0.366667,0.164197,True
tariff_9,LOW,tariff_10,3,0.191314,0.730438,2.053775,51,157453.035089,0.025,1.185747,False
tariff_9,LOW,tariff_11,4,5.449241,1.347599,1.99066,51,157453.035089,0.033333,0.99533,False
tariff_9,LOW,tariff_12,2,-0.993206,-0.993206,0.009608,51,157453.035089,0.016667,0.006794,False
tariff_9,LOW,tariff_13,18,1.706211,1.586956,1.431751,51,157453.035089,0.15,0.337467,False
tariff_9,LOW,tariff_4,12,0.630216,0.961384,1.888856,51,157453.035089,0.1,0.545266,False
tariff_9,LOW,tariff_8,37,0.639485,1.232577,1.689043,51,157453.035089,0.308333,0.277677,True
tariff_9,MID,tariff_1,44,-0.637784,-0.363515,0.69578,67,281271.399788,0.188841,0.104893,True
tariff_9,MID,tariff_10,11,0.519381,0.133759,0.844127,67,281271.399788,0.04721,0.254514,False
tariff_9,MID,tariff_11,11,-0.171943,0.111504,1.132648,67,281271.399788,0.04721,0.341506,False
tariff_9,MID,tariff_12,10,-0.611514,-0.307521,0.728718,67,281271.399788,0.042918,0.230441,False
tariff_9,MID,tariff_13,49,-0.013221,0.175565,0.773498,67,281271.399788,0.2103,0.1105,True
tariff_9,MID,tariff_4,37,0.375969,0.452255,1.286259,67,281271.399788,0.158798,0.21146,True
tariff_9,MID,tariff_8,71,0.143239,0.406257,1.254967,67,281271.399788,0.304721,0.148937,True
